,name,latitude,longitude,store_id
1130,West Columbia Supercenter,33.979847,-81.099619,735cdc18-da78-4425-a7af-45668881d517
1131,Iola Supercenter,37.942881,-95.41173,f821867c-8cc7-49b6-a265-421c8273ffe3
1132,Stone Mountain Supercenter,33.8247643,-84.1258516,5dcda4c8-1784-4400-9292-f7a099a809c8
1133,Austin Supercenter,30.339335,-97.689745,1fa5a8ac-cc7f-4a21-97bf-b905d6b8471c
1134,Liberty Supercenter,30.075608,-94.775305,db987c36-9766-4f63-957b-c6bde20282a0
1135,Bridgeton Supercenter,38.744895,-90.418728,139c2159-f914-43bf-9550-2bc395e22543
1136,Mooresville Supercenter,35.589556,-80.855035,eb72fdc5-a4ee-4a75-a993-c387e5f5fd24
1137,Barbourville Store,36.85829,-83.868434,10b736c6-2ebb-468d-83f7-a89fbc78b94f
1138,Stoughton Supercenter,42.919568,-89.242838,573a74e9-e37d-40d8-b74f-251cefc87109
1139,Berea Supercenter,37.565357,-84.312562,df273e65-e13f-428a-bbe0-440f8d0aea90
1140,Magee Supercenter,31.8670328,-89.7472559,1b43bb21-4ca4-4dcc-ab5a-52521cdfb130
1141,Hillsborough Supercenter,36.056242,-79.085802,d554d557-b603-4a4c-abce-ac33f830d92f
1142,Monroe Supercenter,32.525782,-92.098424,fcc75f9e-dfb0-414b-9c44-5f4b36fa41e7
1143,Oak Ridge Supercenter,36.0088,-84.253058,8b1bd813-b233-49d7-a6a4-ef03890fd994
1144,San Antonio Supercenter,29.6124,-98.4707,a225795c-c63d-4a61-8780-e06d2e89a1c9
1145,Rocky Mount Supercenter,35.978113,-77.812272,3b291e21-53f4-43b5-9c17-ce596ccaf901
1146,Colorado Springs Supercenter,38.837516,-104.770387,5bd46a1e-1e91-40f8-a199-5d901c36709b
1147,New Roads Supercenter,30.688578,-91.4642,f14264c7-7bad-412a-87bb-5bff6d660c68
1148,Avon Supercenter,39.628054,-106.500249,cc779400-ff04-42a7-a6ba-ea2e6f55ff22
1149,Gardendale Supercenter,33.647006,-86.822779,f30486ba-7cab-40ab-a2e3-ee65364b5788
1150,Wisconsin Rapids Supercenter,44.354549,-89.813333,434159f0-b64c-43a4-b1ed-f111e4282557
1151,Wimauma Supercenter,27.715137,-82.332629,481924e5-e08f-454c-b513-bb2eeaafe4c3
1152,Macclenny Supercenter,30.262712,-82.108869,1c27d1e0-7e3c-4d48-ae09-d218f8c64a78
1153,Lake Charles Supercenter,30.195261,-93.245949,76ed1f33-a066-4f8f-83bb-ad14c14be33b
1154,Callaway Supercenter,30.161539,-85.593254,7ff92e86-2f25-408f-89c4-d8cfdd3c2d88
1155,Baton Rouge Supercenter,30.4207569,-91.1429412,744522de-c006-4a42-877e-0adadecc0ba5
1156,Lincolnton Supercenter,35.483343,-81.240857,ea1616ce-1ba6-4f16-940d-4d49d1d91139
1157,Harvard Supercenter,42.406207,-88.611202,ad6a1f1d-49c7-463f-903d-836fa9e4b199
1158,Nicholasville Supercenter,37.899113,-84.561954,43250927-3d5e-4f9a-a83e-362e64f885fd
1159,Waveland Supercenter,30.306298,-89.384917,ac8c347d-efa3-4ed0-a357-da88acc75453
1160,Brooksville Supercenter,28.531095,-82.505657,cdb71288-69c3-49be-b5c7-383c8da51a8b
1161,Saraland Supercenter,30.799419,-88.096979,6bd370a3-41a2-4b1f-a421-678adfad94b3
1162,Colby Supercenter,39.36722,-101.047438,774b1f7e-4bcd-4082-9b42-2a3a9382e9bc
1163,Carrollton Supercenter,32.985871,-96.905861,e82b86e2-fe7a-4931-8288-5e211b834b38
1164,Calhoun Supercenter,34.479327,-84.945512,6f48b746-cb3b-4b9e-b423-9b66909473fd
1165,Franklin Supercenter,35.1663604,-83.3649369,77749893-4941-4c72-92c1-a4cc5f726290
1166,Casa Grande Supercenter,32.877207,-111.712266,dd7d1994-1f30-47be-aa57-650a85b60ded
1167,Wichita Supercenter,37.675374,-97.413451,ffc0ad6c-a64e-44bc-8e79-f8ad184e44d1
1168,Jacksonville Supercenter,30.4503575,-81.7066673,f7d3a5b8-50a7-43ce-ac19-426fc2d5c49b
1169,Orlando Supercenter,28.515333,-81.462791,3049c70d-f783-4213-8b6f-65fb0cba4b8c
1170,Tallahassee Supercenter,30.545253,-84.229234,e60e4d18-5be4-410a-9ef4-7f476a30ea3a
1171,Pensacola Supercenter,30.497588,-87.192694,0df0dc66-c76b-4965-b497-9ab29a56f275
1172,Pensacola Supercenter,30.527664,-87.271985,68630a6a-b85d-4723-9eaa-0b2522bd96e1
1173,Ashland City Supercenter,36.247874,-87.032526,b37f97ab-2217-4a5f-ba58-837961d3d387
1174,Round Lake Beach Supercenter,42.397245,-88.068769,78142413-d675-4e5a-920e-73b33302e9b5
1175,Hoover Supercenter,33.361773,-86.824653,9614a3bf-9de2-469e-9fb0-1a36e175a6cc
1176,Augusta Supercenter,33.504905,-82.086122,2bf33681-a19f-48ad-a06a-b36a691a91f2
1177,Belton Supercenter,31.081946,-97.460819,c562a828-9463-459e-990b-8f8863f45fde
1178,Show Low Supercenter,34.20044,-110.015671,3bf3f6f5-c158-4a24-9dcc-69550e93a937
1179,San Antonio Supercenter,29.4901145,-98.5875885,089b189b-1151-4b9a-a616-38cc05760b18
1180,Monticello Supercenter,36.857879,-84.84871,884fb3f2-2539-4e3f-a102-86d4b07f4c86
1181,Paintsville Supercenter,37.823253,-82.825463,3ac6f762-e95b-452f-a268-ffed61bcc5f6
1182,Orange Park Supercenter,30.137709,-81.768837,d209fb23-8e12-42d8-837a-f291189f7567
1183,Goldsboro Supercenter,35.38627,-77.94542,920853c5-3a56-47dd-bc44-c7fd2ab0a040
1184,Fayetteville Supercenter,35.081861,-78.957212,2cb44f59-13bf-4d5e-9192-fcb1d1bd486f
1185,Urbana Supercenter,40.108516,-83.715962,f1c1e610-7bc5-4c9a-820b-02107bc4994f
1186,Erwin Supercenter,35.320606,-78.648261,46f34ad5-f8c6-4385-8753-9228abf14f6b
1187,Sierra Vista Supercenter,31.560187,-110.260441,ff2c41eb-a6dc-4a5b-9794-1e7a75464cb4
1188,Thornton Supercenter,39.876148,-104.986182,2f99f47a-386d-43b7-9c45-bb9f47d5bacc
1189,Davenport Supercenter,41.580699,-90.524339,77cee959-906f-4d3f-8dd6-7172180ed43f
1190,Hendersonville Supercenter,35.34947,-82.437565,2045ebad-ccbe-4694-a286-320786a383cd
1191,Martinsville Supercenter,36.6940514,-79.902381,763393aa-5c23-4416-a9cb-c433e3aa2dc8
1192,Lakeland Supercenter,28.119414,-81.977138,832fe483-751b-4ef1-bbef-bd8e8eebff7a
1193,Taylors Supercenter,34.90851,-82.332431,404727aa-111f-4960-b780-ec4b6b3811ba
1194,Hazard Supercenter,37.29907,-83.213465,f717e1bc-8095-4d3a-99aa-3f7c9d854625
1195,Memphis Supercenter,35.047606,-89.811353,9a12893c-c2b3-49f4-b412-122949a7b2a5
1196,Highlands Ranch Supercenter,39.562394,-104.910747,b652c38d-b878-4ed3-913a-2ca0ecd0f8af
1197,Austin Supercenter,30.221033,-97.753926,9e27a2fc-7296-48b2-8ae5-6850b7fcf722
1198,Laurinburg Supercenter,34.761765,-79.484374,574b854a-5395-4b5f-8a86-576675f00e5f
1199,Bellmead Supercenter,31.5999747,-97.1055235,ac8786c2-b732-46dd-b857-4cfa9f36211f
1200,San Angelo Supercenter,31.487916,-100.460659,53c9b96b-ec99-491b-915c-1b990f309f92
1201,Joliet Supercenter,41.51903,-88.14233,55f166de-10e7-461b-885d-5d35d20292fe
1202,Corbin Supercenter,36.972144,-84.102527,d9f9276f-902d-417f-ba6a-8c2c8cae79f1
1203,Stamford Supercenter,32.97197,-99.799311,5444b455-3f5c-4fc3-a237-07aeb7cbfc4a
1204,Fayetteville Supercenter,35.123659,-78.883003,b9eb4cac-f0bd-4111-b726-1002d277ae58
1205,Bellefontaine Supercenter,40.3283014,-83.7569547,e0c96a45-cbd6-4b8f-b40a-f4185a863dac
1206,Evansville Supercenter,37.980387,-87.472383,d8129639-1dcb-4163-9a40-4503231a1f35
1207,Baton Rouge Supercenter,30.43774,-91.004692,5c809f51-6696-4215-9e53-af2cd457136e
1208,Saint Louis Supercenter,38.765978,-90.283606,4346ae30-ba32-48f4-997c-c230f7eb597f
1209,Lucedale Supercenter,30.901828,-88.595144,0d9f0a2e-d02d-492c-9309-d1fd790f32d1
1210,Whiteville Supercenter,34.303196,-78.724827,bfa23b15-6e60-4d16-b43b-24b28ceb1aef
1211,Sun Prairie Supercenter,43.173711,-89.246586,239e48d1-3872-45da-bf81-370ec6007364
1212,North Augusta Supercenter,33.501291,-81.956733,a2b5d251-de25-421e-a8f9-6fc443cd308d
1213,Meridian Supercenter,32.387318,-88.748256,bb21da22-0bd7-4435-a4c6-7a09fe1e535d
1214,Fountain Supercenter,38.74038,-104.736761,afea2b49-8436-43da-8e3b-e754c7e0e8da
1215,Snyder Supercenter,32.695707,-100.920992,2f883cfd-c6b8-4caa-a2c3-09065ff7d1e7
1216,Whitewater Supercenter,42.836394,-88.756566,a06cdb70-dc8f-46d5-ab59-e414935a2c6d
1217,Black River Falls Supercenter,44.291594,-90.834535,7a3f3d11-66ee-46ab-aedf-6653560dfb8d
1218,Grand Junction Supercenter,39.075137,-108.518745,858b3160-4154-4851-bd0a-c962afa0ae9e
1219,Lebanon Supercenter,40.071845,-86.479887,e6fd8933-4630-44d1-872f-c7484159dfcc
1220,Concordia Supercenter,39.550916,-97.660502,d1a335eb-9719-49fa-ac74-3a4dcc70fc20
1221,Houston Supercenter,29.918005,-95.415615,e4443781-2e61-4836-85d7-802b03b5f6e2
1222,Starke Supercenter,29.922285,-82.130209,098812a3-2ec0-4b9a-9fcc-ea30d395ab15
1223,Phenix City Supercenter,32.501376,-85.043413,e60040af-fb46-4cf6-8746-dd0d01cf45b2
1224,Spartanburg Supercenter,34.972966,-81.877488,9893a4bc-f94c-4aff-a6b2-d5618ff09317
1225,Burlington Supercenter,36.07209,-79.499,825e0002-d89b-4912-b856-9b1d73006914
1226,Roxboro Supercenter,36.376777,-78.984788,ad5e466a-7ab4-47e1-be6f-a75c95122522
1227,Columbia Supercenter,33.964176,-80.938599,8a02b962-5525-4321-a5c2-27b772f98690
1228,Sheboygan Supercenter,43.714983,-87.754467,4705b099-036f-4a9c-8f6b-16eab1b3da18
1229,Ottumwa Supercenter,41.012502,-92.455508,5d968689-369f-42c1-9a19-d0aa1128eed6
1230,Tucson Supercenter,32.23359,-110.839581,721d6955-59a7-4c7f-95ec-fdeb28271c69
1231,Wilmington Supercenter,39.453074,-83.779125,2a56eb6d-9419-4b77-8105-e88d22ff3d93
1232,Christiansburg Supercenter,37.16055,-80.425764,d555f735-b8f8-4b2f-8e2d-94f42ce3d65e
1233,Wilkesboro Supercenter,36.147884,-81.194247,7586fa08-332f-403f-b951-d694bc5c2caa
1234,Chiefland Supercenter,29.502205,-82.867627,829bd317-631d-4234-8f93-58dcd6527e34
1235,Marion Supercenter,40.530175,-85.676774,a0570d31-46b5-41d5-9b22-d82b83491ee0
1236,Augusta Supercenter,33.424433,-82.062901,a680ea16-a178-4854-ba15-b69829536843
1237,Jacksonville Supercenter,34.779932,-77.393137,0a417d52-f5a2-497e-a4b1-2a887b4239d0
1238,Madill Supercenter,34.069993,-96.76555,7253173e-dbea-4e81-9b68-5406ca82e91e
1239,San Benito Supercenter,26.1477897,-97.6344279,479df676-bc04-4a8e-9ff2-a1c0d3c40f8f
1240,New Bern Supercenter,35.100925,-77.086836,6221eb42-3d2d-4190-95ab-1a051c1ff965
1241,Norton Supercenter,36.956107,-82.601448,18d3ee3a-692b-4dcd-b5f5-22fa50219e27
1242,Warsaw Supercenter,41.271542,-85.856616,c18e276b-35fd-4a4b-acec-8aa761ff90b9
1243,Roanoke Supercenter,37.206757,-79.950787,29e3ef6f-d732-4b1d-b552-4cd7d6a4cd1a
1244,Alamogordo Supercenter,32.887165,-105.957543,7f669b2f-d5ef-450b-a7f0-47930fb0e82a
1245,Bourbonnais Supercenter,41.190112,-87.846595,3e6538ab-4e96-4fca-b194-c9a2d444cd72
1246,Georgetown Supercenter,30.64515,-97.692098,08460071-9e84-45aa-ac9d-f2f3d888d653
1247,Littleton Supercenter,39.636245,-105.083434,bcbccdf0-cba4-4996-bac2-d1152e56ec79
1248,Cottonwood Supercenter,34.712898,-112.001321,23707f8a-6ff2-4b2e-84f0-cce0ba039b81
1249,Salem Supercenter,37.2900499,-80.0890274,751cdcce-4b11-4e1c-9572-3b9a6b0aab84
1250,Columbus Supercenter,32.540884,-84.945814,fbd6d832-6401-4dd5-85ad-ff66cb758034
1251,Spring Lake Supercenter,35.174254,-78.965777,3016fe56-b1e4-4da8-a3c0-dfa4b6d8f284
1252,Terre Haute Supercenter,39.3996185,-87.4058437,2af38c69-8a16-4c8e-81b0-9585da89c89e
1253,Janesville Supercenter,42.725543,-88.986576,b17a60eb-e7e1-470f-9219-3ca53ad8fdc9
1254,Buford Supercenter,34.08896,-83.989918,c6f6c856-d597-47ff-a425-335bfa3a5aab
1255,San Antonio Supercenter,29.3528588,-98.4799146,a8ce57e9-28bc-48a0-b367-824cf40b8fe7
1256,Sturgeon Bay Supercenter,44.8527065,-87.3588262,0ee73294-a1e9-4fad-8f1a-553006b45ad3
1257,Asheville Supercenter,35.577077,-82.516228,a8513ada-8383-4630-bb0d-c68ef8547779
1258,Knoxville Supercenter,35.911682,-83.843913,5f038806-788e-4f70-9a0c-941d2dc6332a
1259,Cheyenne Supercenter,41.164049,-104.791051,7e01913f-8f9d-4de0-b43c-e0a6e81c867f
1260,Knoxville Supercenter,36.005357,-84.0269,ce41973a-5ee8-4824-9ead-37141d97ce71
1261,Smithfield Supercenter,35.5232155,-78.3092371,6e9882dc-b812-4c90-8119-c0680430ca8d
1262,Knoxville Supercenter,36.088885,-83.938663,11cb00f4-1686-4965-90d7-718535f85233
1263,Lexington Supercenter,35.794678,-80.259545,b3630825-c5c2-4c4a-aca4-d06c561b4b65
1264,Peoria Store,40.728316,-89.615807,8769e0a8-5e63-4ebc-af66-20c7025a9760
1265,Nogales Supercenter,31.360324,-110.932468,b9d0f9e3-c2e7-42a6-9f73-7541307f1330
1266,Madison Supercenter,38.783942,-85.377601,6d2e852c-29f2-4b96-b05c-b0586d63c6d1
1267,Grand Island Supercenter,40.94271,-98.387075,504023ed-a12a-4097-bc40-a4e54de30d93
1268,Tucson Store,32.288399,-110.965014,d50405c1-efdd-4506-97f6-58363a71ad0c
1269,Logansport Supercenter,40.761249,-86.311815,0c4a9088-cb23-4148-978d-934654731f26
1270,Winslow Supercenter,35.0433092,-110.7016144,55f53499-d39a-4b99-9266-382cc6e717d5
1271,Lima Supercenter,40.7525512,-84.152321,bd5deb99-587c-4d3b-89e6-ff9cb492cec0
1272,South Sioux City Supercenter,42.473368,-96.430044,eda153f0-54cc-4c07-be2b-230031ab4ab2
1273,Sidney Supercenter,40.290528,-84.192551,d1479e93-2acc-405c-a196-402fda4b4f21
1274,Claypool Supercenter,33.41267,-110.835723,e4126268-0525-4f61-ba9b-32160d429f41
1275,Lexington Supercenter,37.805879,-79.409875,cd7199bc-153b-42b3-a765-ef47c23744d8
1276,Van Wert Supercenter,40.889031,-84.578754,40d5579e-68f6-4600-90c1-9d6a2c1e2aed
1277,Marion Store,36.846533,-81.500801,2bf2be08-ecf1-41a4-b36a-4325377a7fff
1278,Columbia Supercenter,34.110157,-80.886603,a3f7cd50-9df5-4251-a77a-6d3ae855c9d7
1279,Columbus Supercenter,32.423808,-84.945113,fb60c562-7c8d-462d-9ff3-ac6d22545643
1280,Elkin Supercenter,36.275974,-80.832332,71ea6850-8e69-4b5a-9128-41cb66b546c4
1281,Lithonia Supercenter,33.700533,-84.166977,3acdb99f-cc68-4bbc-bba3-a743737c6184
1282,Staunton Supercenter,38.134491,-79.04839,3f45f460-5024-418a-8b0c-68a29b80e091
1283,Kenner Supercenter,30.024946,-90.268094,503ee3c2-83e4-499d-aea9-5deaa57083dd
1284,South Boston Supercenter,36.735782,-78.91059,b1bad837-bf48-40b0-ad77-b58629c1f605
1285,Beckley Supercenter,37.805608,-81.17671,e3c055c9-7f8f-4279-92b9-8a69f19a79e3
1286,Lynchburg Supercenter,37.353827,-79.185652,1e1a56e1-7bfa-4236-8e57-98633f0b58b8
1287,Wilmington Supercenter,34.146396,-77.897384,e0aa3bb0-35e2-4e87-afb3-f99e7753d4f6
1288,Harahan Supercenter,29.949489,-90.179499,837e426b-1c84-4f91-94c2-7020c3cd0a56
1289,Evansville Supercenter,37.972732,-87.636218,60417ba2-4e5f-4b75-b166-835a5ae3efcc
1290,Washington Supercenter,35.559783,-77.06361,3d224f5a-0aef-4c24-9909-eb247e8ce8cb
1291,Morehead City Supercenter,34.7348209,-76.8116296,4b7358fc-17f5-4987-be8c-f4fbcc0e8269
1292,Sunrise Supercenter,26.167944,-80.254227,d206fd89-a3b0-4eae-ab35-3ebed86d3e0a
1293,San Antonio Supercenter,29.490162,-98.43745,f2a6950a-d527-4730-a760-e253ae25aab9
1294,Ocean Springs Supercenter,30.412276,-88.760165,54523348-bf48-4a9b-9056-a28b8abeeef9
1295,Martinsville Supercenter,39.418348,-86.405892,6b5ddb50-1eba-4f2e-9a90-9722aba78c6f
1296,Walterboro Supercenter,32.934593,-80.689624,51fd42ac-bca5-4578-aca1-ec68c6a721c0
1297,Wallace Supercenter,34.739219,-77.968927,f7ea0f68-2cea-4179-889f-b1092b236ebf
1298,Fayetteville Supercenter,38.034292,-81.119714,bfa85c5d-8f1e-44eb-849c-c11c1eb61f3c
1299,Silver City Supercenter,32.78962,-108.24771,48148b87-1f5b-47bc-bf1b-e80ff37900f3
1300,Destin Supercenter,30.389545,-86.449696,053b0e48-3c1d-430d-8fd8-66ec753a2692
1301,North Charleston Supercenter,32.93911,-80.035584,e3426b9b-4bf8-402e-9bfd-1cbf78876985
1302,Sioux City Supercenter,42.433577,-96.363572,13d7b4d2-871e-473d-8b41-50da2109ab29
1303,Madison Supercenter,33.56619,-83.480021,34d560a0-0275-4955-9f63-eae1d698c922
1304,Warner Robins Supercenter,32.621467,-83.673274,b3696659-1acb-442a-915c-d14c42451130
1305,Merrill Supercenter,45.175726,-89.649301,77eddcff-3cf6-40eb-ac98-6b4bb4f314a5
1306,Bullhead City Supercenter,35.082534,-114.5943,6a9e2430-7985-42f5-b90c-e4ae010c736f
1307,Lake Havasu City Supercenter,34.571629,-114.368101,c258c412-f2ce-443d-8f64-e51c93666728
1308,West Union Supercenter,38.784658,-83.564806,1ae2d1e8-f76d-4b74-b4b7-d443e4f7667a
1309,Columbus Supercenter,39.206333,-85.879296,86eb470a-3b83-46fe-ab64-b29b689f1dfd
1310,Payson Supercenter,34.244396,-111.325344,4260cee7-6759-4e5d-a0e1-917796e3a1a9
1311,Altamonte Springs Store,28.659911,-81.421139,8d69ad36-c2d0-4e66-af8b-d4212e976467
1312,Raleigh Supercenter,35.719085,-78.659422,58f7be21-6f25-4c2d-819d-e03d7f41afce
1313,Lilburn Supercenter,33.90295,-84.110453,a9b75bdc-2408-45b7-a2f7-c3ffe6a622e2
1314,Hudson Store,44.959151,-92.72713,bddf9db9-27fe-4d85-906f-bc0444bade8e
1315,Hendersonville Supercenter,36.3228,-86.5953,648c2104-2138-4018-8c0c-43fb690b4a8c
1316,Marianna Supercenter,30.727748,-85.188476,a893346f-7d8f-4d81-bc7e-a577929d2f08
1317,Goshen Supercenter,41.557154,-85.78785,6e6889f3-7206-443d-9f79-b4fe5fc68175
1318,Greenville Supercenter,35.577534,-77.387548,a7eb52df-fe6d-4aa4-8a90-6eefbed794d7
1319,Johnsburg Supercenter,42.368908,-88.271336,e1e79371-4343-40fe-93d9-b4402d2086ff
1320,Apache Junction Supercenter,33.413821,-111.5753437,3a643280-8756-456a-a021-f057b445d265
1321,La Junta Supercenter,37.9981886,-103.5931748,dd0153b1-b95b-4fb8-b4bf-a331f02d6d7f
1322,Beaufort Supercenter,32.425554,-80.734093,c7b4e9d8-5e28-4b21-aed6-f7fc561c5ed3
1323,Greenwood Supercenter,34.208194,-82.192386,5074c71f-4d58-4882-938c-083b58251d64
1324,Las Vegas Supercenter,35.619645,-105.227492,5b3fc7b2-1068-4f65-aa16-7b8d0da0f8ef
1325,Pontiac Supercenter,40.870172,-88.660015,f5ded200-0c23-4025-ba7b-59490cbbc744
1326,Coral Springs Supercenter,26.278423,-80.203091,b0a6d7d0-2151-49d8-9fc7-d661b99752ca
1327,Kendallville Supercenter,41.447747,-85.224114,00fa3842-19d9-4636-a54c-aabff5b68c79
1328,Boone Supercenter,42.036646,-93.870081,78219523-a665-4c43-9272-cf3c2e4dd2c7
1329,Daytona Beach Supercenter,29.17252,-81.02998,c496ebab-28f3-4c7e-83c9-26ea6642e679
1330,Pinellas Park Supercenter,27.845075,-82.68483,dc56d9ef-4c4f-4ad1-9c3a-c94dca8b3db8
1331,Centralia Supercenter,38.534926,-89.159199,5b24fcc5-d5bd-4dc8-a60e-da882a0fda04
1332,Oskaloosa Supercenter,41.298646,-92.669863,d485b93f-f075-441e-8d66-0f552565dbc8
1333,Gastonia Supercenter,35.262364,-81.124124,80fd61da-3635-4032-94fa-cc985793202f
1334,Wilmington Supercenter,34.242149,-77.8741594,a29ae4f3-2a52-4315-9b32-08a5bd097d32
1335,Baraboo Supercenter,43.458483,-89.772509,8375c71b-8eb6-4c32-959b-d6f3bab04f04
1336,Greenfield Supercenter,42.960177,-88.044234,9444eb4a-d8b5-407a-82b4-922785e8a7de
1337,Lake Worth Supercenter,26.574994,-80.11455,2c669b81-c4f8-4262-8387-ceee1b6890fb
1338,Athens Supercenter,33.919842,-83.445494,0f09f425-2bfd-4744-9c24-f09ce5e693fb
1339,Cornelia Supercenter,34.536413,-83.531914,2a81a7da-4dcb-4050-87fd-5a3514fc3d71
1340,Bedford Supercenter,37.325966,-79.49697,2628d9e4-74fb-4d66-b8ec-ccdaced24818
1341,Naperville Supercenter,41.745338,-88.198078,618af9ad-3339-4817-a3f3-a05b2715361c
1342,Winchester Supercenter,39.1558595,-78.1724345,db1e02b7-a961-4319-9f81-426a334080d3
1343,Lebanon Supercenter,39.456055,-84.172455,d65ddc79-5cde-4da5-b459-435ecda78e09
1344,Tallahassee Supercenter,30.461987,-84.359237,3c0794b9-1c17-40d7-969b-316dfce54337
1345,Albuquerque Supercenter,35.204341,-106.656674,5b6e9c2f-135e-42bb-b903-f19f23df713b
1346,Troy Supercenter,40.056617,-84.235585,3680eb6a-6c0d-4e55-82eb-f9e3bbfdb9dd
1347,Houston Supercenter,29.7932,-95.564858,97aefbfb-7db4-42e2-9eef-63b62ebc0333
1348,Laramie Supercenter,41.301639,-105.540476,6ac6e5c8-c709-4518-b2c2-c3ebad5c664d
1349,Green Valley Supercenter,31.912168,-110.982594,092ed0b1-ad68-49f5-a6a2-8196911bc0f1
1350,Bay City Supercenter,28.98382,-95.934448,a0a90eea-a7a1-4543-80ef-022461616a65
1351,Crystal Lake Supercenter,42.209328,-88.282838,23a3f579-6e48-4a74-b568-ca9e7f6c5c58
1352,Lake Zurich Supercenter,42.186054,-88.087621,062699fc-b713-4187-b998-378bc2351f36
1353,Belen Supercenter,34.6971752,-106.7683411,e817fa8a-a6b1-4914-8201-314540539430
1354,Napoleon Supercenter,41.404038,-84.135082,0d58944f-02e9-4861-914b-5f9de05fcb96
1355,Fort Wayne Supercenter,41.127955,-85.13816,6fc0835d-2ad3-4b8e-aa5a-b62d0b9525f8
1356,Spirit Lake Supercenter,43.424486,-95.12447,4c35246a-752c-49c3-9f62-6c3d810ebe8c
1357,O Fallon Supercenter,38.59509,-89.954009,f4d9038d-64a8-462d-b4ea-63dd4917c2ec
1358,Prescott Supercenter,34.554753,-112.408542,bbccca76-0a10-4835-84bb-847207f0722e
1359,Streamwood Supercenter,42.015255,-88.1481438,969d6062-a2ba-4d9c-85fb-3ecfdb7963fa
1360,Colonial Heights Supercenter,37.2458298,-77.3863435,b4bb57b8-16e7-4e8c-b32f-8fd6bcc07d98
1361,Saint Johns Supercenter,42.978689,-84.538647,67c4aed3-8b5a-492d-bb51-d6bfefe13c16
1362,Alma Supercenter,43.4034976,-84.6641673,ddb995f2-1c66-439c-b4a1-7c55746b071b
1363,Columbia City Supercenter,41.170842,-85.496591,fb2f6aae-56a7-4dba-8df6-d3b4470151b4
1364,Ashland Supercenter,38.485575,-82.658168,a936ed23-ed5f-4d8b-82db-238e57cf1b04
1365,Oshkosh Supercenter,44.015765,-88.586283,6a51fb06-080b-4450-b466-f99ca8eae59a
1366,Keokuk Supercenter,40.417702,-91.41065,6aa2f513-488c-478c-a292-b13cde6ef197
1367,Fremont Supercenter,41.374632,-83.119987,6f329032-3ed9-49ec-a6da-c5f57ec6f842
1368,Cadillac Supercenter,44.284128,-85.3986136,a0c946da-92ec-4dc4-a117-038e00263237
1369,Celina Supercenter,40.554332,-84.540457,bdcacea7-16ce-48d7-b35a-a743fa9e6aec
1370,Circleville Supercenter,39.582107,-82.948279,4230f05a-e5b0-4577-a655-4bdd70e17d43
1371,Creston Supercenter,41.045448,-94.372817,bc53aa66-0a55-4ca9-9c17-d7b07e0e1e35
1372,Mount Pleasant Supercenter,43.572988,-84.760321,b52c335c-ccb8-4a61-95f0-e9bf223f44ee
1373,Colorado Springs Supercenter,38.823798,-104.837689,44fef3b0-9a69-4228-8df1-b60d9deb12c7
1374,Cedar City Supercenter,37.65447,-113.088367,dfec565f-52ef-4de3-810b-86056bc20fef
1375,Greenacres Supercenter,26.64949,-80.142537,44437715-38e5-4693-8a16-b253fcd4eecb
1376,Tooele Supercenter,40.555998,-112.30067,ea71c373-ba54-4325-a698-4410cbb6a6ba
1377,Page Supercenter,36.904863,-111.487252,a247d5d1-b5e5-482a-8688-61a6487f7499
1378,Jacksonville Supercenter,30.342276,-81.545443,dd371796-f8d6-406a-b7f8-0d0f47802be7
1379,Mason Supercenter,39.311522,-84.318642,73559484-5eae-427e-840c-5010d224823c
1380,Washington Supercenter,37.126268,-113.51802,cce8c8ac-392c-41de-a49a-541a3c577a47
1381,Guymon Supercenter,36.70564,-101.487933,8f60c22b-6ebf-48aa-843e-1ad16f0a8bdb
1382,Washington Supercenter,40.706877,-89.456994,b5900337-29b3-401b-824c-d555d77a2780
1383,Cincinnati Supercenter,39.090131,-84.269663,9add3ebf-9eba-44d1-a8da-374e3cc2619e
1384,Port Clinton Supercenter,41.5200492,-82.8632437,89e6b3ef-61b2-43be-9512-52f0ca3f6cb0
1385,Ashland Supercenter,40.862191,-82.271284,30522e8f-c681-4630-a4bf-45234a5b9c71
1386,Superior Supercenter,46.694534,-92.106919,74f1d081-46db-45d2-8ed3-8c6a5c8c51c6
1387,Manitowoc Supercenter,44.076137,-87.69668,feaeae90-f03a-4271-8390-7d976dc6b0d3
1388,Rice Lake Supercenter,45.4759224,-91.7623448,40500585-b2b0-4296-b629-572075bdd18d
1389,Ripley Supercenter,38.829015,-81.719331,16093bff-2e6d-43d3-80ed-70019c127b79
1390,Charlotte Store,35.096683,-80.782272,e50c3047-7770-4848-bee2-91b8f784154f
1391,Green Bay Supercenter,44.526822,-88.090801,e0205626-8410-4f60-b8c7-b62da9f77c31
1392,Quincy Supercenter,39.938168,-91.332345,b70b3c9e-4257-49e1-9193-c0599f68adb2
1393,Fort Worth Supercenter,32.764623,-97.169284,4632718d-b74b-4bc2-a807-948d2ebb9fa6
1394,Riverton Supercenter,43.042872,-108.378319,66d908f2-c163-42a9-af8b-70ecff8783c1
1395,Fort Oglethorpe Supercenter,34.936522,-85.216181,2a93a981-9960-4763-b753-44260919b565
1396,Indianapolis Supercenter,39.660399,-86.141957,d2f20f00-a5fd-410c-bfd1-12350901b524
1397,Beardstown Supercenter,39.996788,-90.394505,59647764-c37f-4db5-814d-d98e08c013dd
