,name,state,latitude,longitude
1304,Warner Robins Supercenter,GA,32.621467,-83.673274
1305,Merrill Supercenter,WI,45.175726,-89.649301
1306,Bullhead City Supercenter,AZ,35.082534,-114.5943
1307,Lake Havasu City Supercenter,AZ,34.571629,-114.368101
1308,West Union Supercenter,OH,38.784658,-83.564806
1309,Columbus Supercenter,IN,39.206333,-85.879296
1310,Payson Supercenter,AZ,34.244396,-111.325344
1311,Altamonte Springs Store,FL,28.659911,-81.421139
1312,Raleigh Supercenter,NC,35.719085,-78.659422
1313,Lilburn Supercenter,GA,33.90295,-84.110453
1314,Hudson Store,WI,44.959151,-92.72713
1315,Hendersonville Supercenter,TN,36.3228,-86.5953
1316,Marianna Supercenter,FL,30.727748,-85.188476
1317,Goshen Supercenter,IN,41.557154,-85.78785
1318,Greenville Supercenter,NC,35.577534,-77.387548
1319,Johnsburg Supercenter,IL,42.368908,-88.271336
1320,Apache Junction Supercenter,AZ,33.413821,-111.5753437
1321,La Junta Supercenter,CO,37.9981886,-103.5931748
1322,Beaufort Supercenter,SC,32.425554,-80.734093
1323,Greenwood Supercenter,SC,34.208194,-82.192386
1324,Las Vegas Supercenter,NM,35.619645,-105.227492
1325,Pontiac Supercenter,IL,40.870172,-88.660015
1326,Coral Springs Supercenter,FL,26.278423,-80.203091
1327,Kendallville Supercenter,IN,41.447747,-85.224114
1328,Boone Supercenter,IA,42.036646,-93.870081
1329,Daytona Beach Supercenter,FL,29.17252,-81.02998
1330,Pinellas Park Supercenter,FL,27.845075,-82.68483
1331,Centralia Supercenter,IL,38.534926,-89.159199
1332,Oskaloosa Supercenter,IA,41.298646,-92.669863
1333,Gastonia Supercenter,NC,35.262364,-81.124124
1334,Wilmington Supercenter,NC,34.242149,-77.8741594
1335,Baraboo Supercenter,WI,43.458483,-89.772509
1336,Greenfield Supercenter,WI,42.960177,-88.044234
1337,Lake Worth Supercenter,FL,26.574994,-80.11455
1338,Athens Supercenter,GA,33.919842,-83.445494
1339,Cornelia Supercenter,GA,34.536413,-83.531914
1340,Bedford Supercenter,VA,37.325966,-79.49697
1341,Naperville Supercenter,IL,41.745338,-88.198078
1342,Winchester Supercenter,VA,39.1558595,-78.1724345
1343,Lebanon Supercenter,OH,39.456055,-84.172455
1344,Tallahassee Supercenter,FL,30.461987,-84.359237
1345,Albuquerque Supercenter,NM,35.204341,-106.656674
1346,Troy Supercenter,OH,40.056617,-84.235585
1347,Houston Supercenter,TX,29.7932,-95.564858
1348,Laramie Supercenter,WY,41.301639,-105.540476
1349,Green Valley Supercenter,AZ,31.912168,-110.982594
1350,Bay City Supercenter,TX,28.98382,-95.934448
1351,Crystal Lake Supercenter,IL,42.209328,-88.282838
1352,Lake Zurich Supercenter,IL,42.186054,-88.087621
1353,Belen Supercenter,NM,34.6971752,-106.7683411
1354,Napoleon Supercenter,OH,41.404038,-84.135082
1355,Fort Wayne Supercenter,IN,41.127955,-85.13816
1356,Spirit Lake Supercenter,IA,43.424486,-95.12447
1357,O Fallon Supercenter,IL,38.59509,-89.954009
1358,Prescott Supercenter,AZ,34.554753,-112.408542
1359,Streamwood Supercenter,IL,42.015255,-88.1481438
1360,Colonial Heights Supercenter,VA,37.2458298,-77.3863435
1361,Saint Johns Supercenter,MI,42.978689,-84.538647
1362,Alma Supercenter,MI,43.4034976,-84.6641673
1363,Columbia City Supercenter,IN,41.170842,-85.496591
1364,Ashland Supercenter,KY,38.485575,-82.658168
1365,Oshkosh Supercenter,WI,44.015765,-88.586283
1366,Keokuk Supercenter,IA,40.417702,-91.41065
1367,Fremont Supercenter,OH,41.374632,-83.119987
1368,Cadillac Supercenter,MI,44.284128,-85.3986136
1369,Celina Supercenter,OH,40.554332,-84.540457
1370,Circleville Supercenter,OH,39.582107,-82.948279
1371,Creston Supercenter,IA,41.045448,-94.372817
1372,Mount Pleasant Supercenter,MI,43.572988,-84.760321
1373,Colorado Springs Supercenter,CO,38.823798,-104.837689
1374,Cedar City Supercenter,UT,37.65447,-113.088367
1375,Greenacres Supercenter,FL,26.64949,-80.142537
1376,Tooele Supercenter,UT,40.555998,-112.30067
1377,Page Supercenter,AZ,36.904863,-111.487252
1378,Jacksonville Supercenter,FL,30.342276,-81.545443
1379,Mason Supercenter,OH,39.311522,-84.318642
1380,Washington Supercenter,UT,37.126268,-113.51802
1381,Guymon Supercenter,OK,36.70564,-101.487933
1382,Washington Supercenter,IL,40.706877,-89.456994
1383,Cincinnati Supercenter,OH,39.090131,-84.269663
1384,Port Clinton Supercenter,OH,41.5200492,-82.8632437
1385,Ashland Supercenter,OH,40.862191,-82.271284
1386,Superior Supercenter,WI,46.694534,-92.106919
1387,Manitowoc Supercenter,WI,44.076137,-87.69668
1388,Rice Lake Supercenter,WI,45.4759224,-91.7623448
1389,Ripley Supercenter,WV,38.829015,-81.719331
1390,Charlotte Store,NC,35.096683,-80.782272
1391,Green Bay Supercenter,WI,44.526822,-88.090801
1392,Quincy Supercenter,IL,39.938168,-91.332345
1393,Fort Worth Supercenter,TX,32.764623,-97.169284
1394,Riverton Supercenter,WY,43.042872,-108.378319
1395,Fort Oglethorpe Supercenter,GA,34.936522,-85.216181
1396,Indianapolis Supercenter,IN,39.660399,-86.141957
1397,Beardstown Supercenter,IL,39.996788,-90.394505
1398,Hastings Supercenter,NE,40.624235,-98.385789
1399,Rock Springs Supercenter,WY,41.580611,-109.251197
1400,Xenia Supercenter,OH,39.689426,-83.969609
1401,Greenville Supercenter,AL,31.849507,-86.647223
1402,Jamestown Supercenter,TN,36.426135,-84.922087
1403,Evanston Supercenter,WY,41.265902,-110.953877
1404,Charlotte Supercenter,NC,35.14655,-80.934023
1405,Batesville Supercenter,MS,34.307673,-89.916401
1406,Danville Supercenter,VA,36.596821,-79.430521
1407,Chattanooga Supercenter,TN,35.03,-85.1531
1408,Mankato Supercenter,MN,44.163908,-93.950642
1409,Willmar Supercenter,MN,45.100793,-95.035261
1410,Hastings Supercenter,MN,44.74111,-92.89188
1411,Washington Supercenter,IA,41.295443,-91.66222
1412,Jacksboro Supercenter,TN,36.3361743,-84.1786969
1413,Yuma Supercenter,AZ,32.6744478,-114.6015699
1414,New London Store,WI,44.411593,-88.743987
1415,Clarksville Supercenter,IN,38.332009,-85.759053
1416,South Point Supercenter,OH,38.410806,-82.524603
1417,Summersville Supercenter,WV,38.3047049,-80.8357196
1418,Yankton Supercenter,SD,42.90729,-97.401127
1419,Tampa Store,FL,28.026915,-82.558895
1420,Valparaiso Supercenter,IN,41.454783,-87.033847
1421,Winchester Supercenter,IN,40.163085,-84.965182
1422,Gillette Supercenter,WY,44.273032,-105.498154
1423,Homewood Supercenter,AL,33.447061,-86.821007
1424,Michigan City Supercenter,IN,41.667118,-86.887953
1425,Aurora Supercenter,CO,39.701967,-104.826211
1426,Indianola Supercenter,IA,41.373432,-93.555772
1427,Monroeville Supercenter,AL,31.480615,-87.328286
1428,Rockford Supercenter,IL,42.266166,-88.973392
1429,Corpus Christi Supercenter,TX,27.727731,-97.382927
1430,Farmville Supercenter,VA,37.278882,-78.402097
1431,Greensboro Supercenter,NC,36.135406,-79.855475
1432,Douglasville Supercenter,GA,33.732555,-84.756492
1433,Waterloo Supercenter,IA,42.458395,-92.330641
1434,Lewisburg Supercenter,WV,37.811906,-80.429277
1435,Huber Heights Supercenter,OH,39.863295,-84.09821
1436,Vernon Hills Store,IL,42.238635,-87.949187
1437,Watertown Supercenter,SD,44.886833,-97.069827
1438,Pikeville Supercenter,KY,37.507105,-82.540367
1439,Dayton Supercenter,OH,39.647596,-84.107268
1440,Tampa Store,FL,28.085837,-82.502642
1441,Roanoke Rapids Supercenter,NC,36.428333,-77.634214
1442,Dayton Supercenter,OH,39.630918,-84.211623
1443,Manchester Supercenter,IA,42.482171,-91.478152
1444,Sheridan Supercenter,WY,44.779373,-106.939798
1445,Wichita Supercenter,KS,37.73877,-97.241824
1446,Maquoketa Supercenter,IA,42.048737,-90.662622
1447,Chandler Supercenter,AZ,33.337731,-111.854681
1448,Palm Harbor Supercenter,FL,28.095288,-82.740782
1449,Arnold Supercenter,MO,38.436729,-90.377786
1450,Miramar Supercenter,FL,25.9935839,-80.2504294
1451,Florence Supercenter,KY,39.011316,-84.650727
1452,Germantown Supercenter,WI,43.196221,-88.146349
1453,Borger Supercenter,TX,35.654823,-101.411718
1454,Jackson Supercenter,OH,39.031686,-82.621747
1455,Cincinnati Supercenter,OH,39.224556,-84.591605
1456,Aberdeen Supercenter,SD,45.456105,-98.436532
1457,Pompano Beach Supercenter,FL,26.293245,-80.09593
1458,Elkins Supercenter,WV,38.89265,-79.843661
1459,Glen Allen Supercenter,VA,37.652043,-77.608163
1460,Indianapolis Supercenter,IN,39.909219,-86.2164311
1461,Storm Lake Supercenter,IA,42.664048,-95.197118
1462,Elizabeth City Supercenter,NC,36.296203,-76.298392
1463,Mechanicsville Supercenter,VA,37.613893,-77.355454
1464,York Supercenter,PA,39.977681,-76.671561
1465,Carpentersville Supercenter,IL,42.119505,-88.261654
1466,Chester Supercenter,VA,37.350273,-77.482847
1467,Cedar Rapids Supercenter,IA,42.031916,-91.682032
1468,Cleveland Supercenter,MS,33.757227,-90.712128
1469,Peoria Supercenter,AZ,33.5784583,-112.2303209
1470,Bismarck Supercenter,ND,46.791635,-100.749948
1471,St Petersburg Supercenter,FL,27.8158476,-82.7813795
1472,Sioux Falls Supercenter,SD,43.516817,-96.773461
1473,Ontario Supercenter,OH,40.762155,-82.594877
1474,Brookings Supercenter,SD,44.314414,-96.765997
1475,Spearfish Supercenter,SD,44.478239,-103.809596
1476,West Palm Beach Supercenter,FL,26.689142,-80.199447
1477,Gaylord Supercenter,MI,45.022509,-84.689914
1478,Glendale Supercenter,AZ,33.636517,-112.184744
1479,Clarksburg Supercenter,WV,39.263381,-80.285584
1480,Grand Forks Supercenter,ND,47.887004,-97.064722
1481,Iowa Falls Store,IA,42.502357,-93.260392
1482,Gettysburg Store,PA,39.843289,-77.204574
1483,Watseka Supercenter,IL,40.7770883,-87.6974256
1484,Phoenix Supercenter,AZ,33.470806,-112.223505
1485,South Haven Supercenter,MI,42.406384,-86.247377
1486,Lafayette Supercenter,IN,40.413229,-86.827302
1487,Gunnison Store,CO,38.554562,-106.92541
1488,Bloomingdale Supercenter,IL,41.936421,-88.102649
1489,Stockton Supercenter,CA,38.023504,-121.273567
1490,Salisbury Supercenter,NC,35.655173,-80.466487
1491,El Centro Supercenter,CA,32.813411,-115.577324
1492,Orland Hills Supercenter,IL,41.59913,-87.842939
1493,Franklin Supercenter,WI,42.923183,-87.952428
1494,Eden Supercenter,NC,36.488342,-79.733948
1495,Fishers Supercenter,IN,39.929679,-86.0211573
1496,Memphis Supercenter,TN,35.232111,-89.893934
1497,Las Vegas Supercenter,NV,36.080571,-115.122253
1498,Las Vegas Store,NV,36.165098,-115.063287
1499,Coon Rapids Store,MN,45.207265,-93.362063
1500,New Boston Supercenter,OH,38.752864,-82.925293
1501,Goshen Supercenter,IN,41.618093,-85.899957
1502,Lancaster Supercenter,CA,34.693755,-118.174112
1503,Williston Supercenter,ND,48.1819593,-103.6303285
1504,Auburn Supercenter,IN,41.362476,-85.080495
1505,Maysville Supercenter,KY,38.621092,-83.787522
1506,Hermitage Supercenter,PA,41.249775,-80.452895
1507,Mukwonago Supercenter,WI,42.8541963,-88.3148487
1508,Dickinson Supercenter,ND,46.908396,-102.787045
1509,Vernal Supercenter,UT,40.438184,-109.563141
1510,Oroville Supercenter,CA,39.496607,-121.57343
1511,Schererville Store,IN,41.492642,-87.467399
1512,Buffalo Supercenter,MN,45.189871,-93.878478
1513,Roswell Supercenter,GA,34.045297,-84.33353
1514,Oxford Supercenter,NC,36.279949,-78.602728
1515,Fargo Supercenter,ND,46.864665,-96.865768
1516,Madera Store,CA,36.975625,-120.08061
1517,Las Vegas Supercenter,NV,36.1231761,-115.24648
1518,Indianapolis Supercenter,IN,39.773528,-85.976523
1519,Bakersfield Supercenter,CA,35.298796,-119.029215
1520,North Platte Supercenter,NE,41.120783,-100.757712
1521,Price Supercenter,UT,39.596322,-110.788467
1522,Modesto Store,CA,37.673392,-121.037048
1523,Victorville Supercenter,CA,34.465211,-117.354392
1524,Austell Supercenter,GA,33.85557,-84.58697
1525,Delray Beach Supercenter,FL,26.436375,-80.124371
1526,Hialeah Supercenter,FL,25.935789,-80.29576
1527,Harrisburg Supercenter,PA,40.261651,-76.772903
1528,Bad Axe Supercenter,MI,43.817639,-83.005695
1529,Marysville Supercenter,OH,40.230455,-83.345774
1530,Bolingbrook Supercenter,IL,41.695929,-88.06511
1531,Tulsa Supercenter,OK,36.004616,-95.889705
1532,Phoenix Supercenter,AZ,33.63843,-111.981841
1533,Overland Park Supercenter,KS,38.914788,-94.663843
1534,Ridgecrest Supercenter,CA,35.60703,-117.673342
1535,Carmel Supercenter,IN,40.006534,-86.123747
1536,Coldwater Supercenter,MI,41.933638,-84.967451
1537,Springfield Supercenter,IL,39.752123,-89.710518
1538,Chester Supercenter,SC,34.699825,-81.1925399
1539,Heath Supercenter,OH,40.028409,-82.45211
1540,Pensacola Supercenter,FL,30.438562,-87.277287
1541,Rapid City Supercenter,SD,44.098149,-103.198186
1542,Hixson Supercenter,TN,35.153126,-85.245271
1543,Lewistown Supercenter,PA,40.581333,-77.611455
1544,Red Bluff Supercenter,CA,40.162188,-122.232418
1545,Grand Rapids Supercenter,MN,47.2017,-93.525989
1546,Fort Gratiot Supercenter,MI,43.049135,-82.460811
1547,Tucson Supercenter,AZ,32.136724,-111.000556
1548,Greece Store,NY,43.214571,-77.724256
1549,High Point Supercenter,NC,35.925361,-79.988961
1550,Pittsburg Store,CA,38.009048,-121.868154
1551,Durham Supercenter,NC,36.02823,-78.843746
1552,Susanville Store,CA,40.409033,-120.637585
1553,Casper Supercenter,WY,42.851375,-106.266907
1554,Brewton Supercenter,AL,31.148441,-87.063735
1555,Rochester Supercenter,NY,43.080606,-77.62265
1556,Tiffin Supercenter,OH,41.112105,-83.221498
1557,Merrillville Supercenter,IN,41.473884,-87.300113
1558,Centerville Supercenter,IA,40.7091841,-92.8656721
1559,Wilkes Barre Supercenter,PA,41.238458,-75.858654
1560,Brazil Store,IN,39.531649,-87.10094
1561,Bakersfield Supercenter,CA,35.391531,-118.960829
1562,Sandusky Supercenter,OH,41.404655,-82.655528
1563,Oklahoma City Supercenter,OK,35.604809,-97.545911
1564,Dilworth Supercenter,MN,46.88175,-96.722497
1565,Le Mars Supercenter,IA,42.781897,-96.187601
1566,Yreka Supercenter,CA,41.6986659,-122.6444711
1567,Hampton Supercenter,VA,37.040757,-76.379054
1568,Little Falls Supercenter,MN,45.980168,-94.337543
1569,Minot Supercenter,ND,48.194659,-101.300201
1570,Alexandria Supercenter,MN,45.84835,-95.382454
1571,Sartell Supercenter,MN,45.592684,-94.187303
1572,Waukesha Supercenter,WI,42.98053,-88.237987
1573,State College Supercenter,PA,40.810122,-77.89739
1574,Williamston Supercenter,NC,35.8341,-77.062878
1575,Rochester Supercenter,IN,41.0505489,-86.2143509
1576,Charlotte Supercenter,MI,42.580217,-84.803637
1577,Eufaula Supercenter,AL,31.843586,-85.171043
1578,Fond Du Lac Supercenter,WI,43.787802,-88.483995
1579,Lewisburg Supercenter,PA,40.991619,-76.878945
1580,Decatur Supercenter,IN,40.808859,-84.940946
1581,Mesa Supercenter,AZ,33.391531,-111.699115
1582,Hanford Supercenter,CA,36.32181,-119.676372
1583,Omaha Supercenter,NE,41.315128,-96.068522
1584,Jamestown Supercenter,ND,46.880551,-98.723048
1585,Carson City Supercenter,NV,39.111782,-119.778406
1586,Saukville Supercenter,WI,43.383123,-87.924219
1587,American Canyon Supercenter,CA,38.182987,-122.252632
1588,Crawfordsville Supercenter,IN,40.013317,-86.907616
1589,Dublin Supercenter,VA,37.084046,-80.694436
1590,Faribault Supercenter,MN,44.290001,-93.306053
1591,Weston Supercenter,WV,39.019833,-80.4149
1592,Meadville Supercenter,PA,41.6222542,-80.2138609
1593,Baxter Supercenter,MN,46.341881,-94.249555
1594,Palmdale Supercenter,CA,34.611652,-118.144492
1595,Thomson Supercenter,GA,33.480822,-82.501568
1596,Brighton Supercenter,CO,39.969622,-104.82389
1597,Kinston Supercenter,NC,35.264918,-77.646169
1598,Statesville Supercenter,NC,35.811119,-80.869157
1599,Wilson Supercenter,NC,35.733962,-77.94866
1600,Wabash Supercenter,IN,40.819163,-85.835695
1601,Waynesville Supercenter,NC,35.46672,-83.009868
1602,Charlotte Supercenter,NC,35.1994206,-80.7765497
1603,Muncie Supercenter,IN,40.216727,-85.440925
1604,Papillion Supercenter,NE,41.17436,-96.020173
1605,Eau Claire Supercenter,WI,44.776217,-91.428324
1606,Hagerstown Supercenter,MD,39.658092,-77.74905
1607,Gurnee Supercenter,IL,42.388201,-87.966567
1608,Ashland Supercenter,WI,46.603347,-90.850498
1609,Lebanon Supercenter,KY,37.553369,-85.283895
1610,Tell City Supercenter,IN,37.928236,-86.752582
1611,New Hartford Supercenter,NY,43.095414,-75.312346
1612,Delafield Supercenter,WI,43.048863,-88.369181
1613,Wyomissing Store,PA,40.342207,-75.978374
1614,Onalaska Supercenter,WI,43.879795,-91.183654
1615,Miami Supercenter,FL,25.685292,-80.448637
1616,Mount Prospect Supercenter,IL,42.069294,-87.923386
1617,Canandaigua Supercenter,NY,42.876081,-77.23991
1618,Chesapeake Supercenter,VA,36.829961,-76.418107
1619,Everett Store,PA,40.02317,-78.44708
1620,Taylorsville Supercenter,UT,40.650464,-111.93685
1621,Shenandoah Supercenter,IA,40.7618798,-95.3825068
1622,Pierre Supercenter,SD,44.380285,-100.311489
1623,Suffolk Supercenter,VA,36.746071,-76.580473
1624,Virginia Beach Supercenter,VA,36.823503,-76.071643
1625,Decatur Supercenter,IL,39.899848,-88.951475
1626,Aurora Supercenter,CO,39.6139062,-104.8114187
1627,Overland Park Store,KS,38.989813,-94.698802
1628,Redlands Store,CA,34.065136,-117.222895
1629,Colton Supercenter,CA,34.050112,-117.306233
1630,Marion Supercenter,NC,35.647439,-82.030359
1631,Devils Lake Supercenter,ND,48.0979954,-98.8418135
1632,Elk Grove Store,CA,38.411762,-121.391694
1633,Poway Supercenter,CA,32.9589415,-117.0376617
1634,Fergus Falls Supercenter,MN,46.292561,-96.12436
1635,Hooksett Supercenter,NH,43.0410838,-71.4745758
1636,Layton Supercenter,UT,41.06831,-111.979569
1637,Martinsburg Supercenter,WV,39.451745,-77.986101
1638,Melbourne Supercenter,FL,28.122779,-80.674465
1639,Riverdale Supercenter,UT,41.175967,-111.998598
1640,Waterloo Supercenter,NY,42.9076868,-76.8408491
1641,Vacaville Supercenter,CA,38.36206,-121.958994
1642,Angola Supercenter,IN,41.661572,-84.995594
1643,East Liverpool Supercenter,OH,40.6641378,-80.5863982
1644,Clinton Supercenter,MS,32.3261145,-90.3046653
1645,Birmingham Supercenter,AL,33.528969,-86.720194
1646,Canton Store,IL,40.592292,-90.033266
1647,Fairmont Supercenter,WV,39.424718,-80.190933
1648,Prince Frederick Store,MD,38.540822,-76.591415
1649,Largo Supercenter,FL,27.926481,-82.785842
1650,Findlay Supercenter,OH,41.057471,-83.594348
1651,Waldorf Store,MD,38.639191,-76.894969
1652,Big Rapids Supercenter,MI,43.69059,-85.509212
1653,Snellville Supercenter,GA,33.886549,-84.007537
1654,Easton Store,MD,38.772711,-76.05434
1655,Marshall Supercenter,MN,44.432426,-95.766785
1656,Des Moines Supercenter,IA,41.536957,-93.59297
1657,Millersburg Supercenter,OH,40.533463,-81.919583
1658,Harrisonburg Supercenter,VA,38.435223,-78.853029
1659,Connersville Supercenter,IN,39.684407,-85.136879
1660,Iowa City Supercenter,IA,41.644112,-91.551193
1661,Berlin Supercenter,WI,43.970627,-88.978984
1662,Tappahannock Supercenter,VA,37.904105,-76.863373
1663,Geneva Supercenter,NY,42.859824,-77.021515
1664,Anderson Supercenter,IN,40.0644809,-85.6496235
1665,Denison Supercenter,IA,42.026224,-95.371661
1666,Champaign Supercenter,IL,40.147006,-88.25482
1667,Owosso Supercenter,MI,43.000049,-84.138829
1668,Wheeling Supercenter,IL,42.1525,-87.95279
1669,Dover Supercenter,DE,39.216724,-75.570866
1670,Villa Park Supercenter,IL,41.871911,-87.962802
1671,Washington Supercenter,PA,40.182683,-80.221633
1672,Hutchinson Supercenter,MN,44.8717545,-94.3788858
1673,Freeport Supercenter,IL,42.263954,-89.628318
1674,Milford Supercenter,DE,38.929245,-75.435194
1675,Webster Supercenter,NY,43.190503,-77.498195
1676,Tempe Supercenter,AZ,33.35103,-111.960968
1677,Perris Supercenter,CA,33.806034,-117.229378
1678,Harlan Store,KY,36.817489,-83.318374
1679,Somersworth Supercenter,NH,43.234165,-70.879023
1680,Richmond Supercenter,IN,39.826734,-84.85324
1681,Turnersville Supercenter,NJ,39.729508,-75.035783
1682,Charleston Supercenter,SC,32.821602,-80.08135
1683,Marion Supercenter,OH,40.584009,-83.088355
1684,Raleigh Store,NC,35.862402,-78.707124
1685,Derry Supercenter,NH,42.902092,-71.325871
1686,Howell Supercenter,MI,42.585496,-83.878052
1687,Bay City Supercenter,MI,43.625476,-83.897044
1688,Hermantown Supercenter,MN,46.817374,-92.18404
1689,Rohnert Park Store,CA,38.367439,-122.71648
1690,New Castle Supercenter,IN,39.8867273,-85.3886916
1691,Gloucester Supercenter,VA,37.400469,-76.528717
1692,Seabrook Supercenter,NH,42.8947328,-70.8664579
1693,Folsom Supercenter,CA,38.668326,-121.167602
1694,Bluefield Supercenter,VA,37.237732,-81.25417
1695,Des Moines Supercenter,IA,41.596983,-93.713782
1696,Somerset Supercenter,PA,40.0520521,-79.0706838
1697,Granite City Supercenter,IL,38.736533,-90.141487
1698,Marietta Supercenter,GA,34.023274,-84.422495
1699,Fontana Store,CA,34.105588,-117.428136
1700,Shallotte Supercenter,NC,33.98352,-78.373777
1701,Cranberry Township Supercenter,PA,40.68772,-80.105554
1702,Orem Supercenter,UT,40.272686,-111.71022
1703,Sturgis Supercenter,MI,41.78391,-85.424951
1704,Du Bois Supercenter,PA,41.1281024,-78.7374441
1705,Sanford Supercenter,NC,35.442723,-79.130533
1706,Newport News Supercenter,VA,37.118586,-76.506222
1707,Klamath Falls Supercenter,OR,42.193388,-121.760604
1708,Lebanon Supercenter,OR,44.516753,-122.900683
1709,Reading Supercenter,PA,40.2941845,-75.8393042
1710,Watertown Supercenter,WI,43.162076,-88.730179
1711,Bridgeview Store,IL,41.706569,-87.800466
1712,Cody Supercenter,WY,44.518147,-109.088799
1713,Charlottesville Supercenter,VA,38.09739,-78.467131
1714,Vienna Supercenter,WV,39.306283,-81.553726
1715,Cortland Supercenter,NY,42.569011,-76.218215
1716,Princeton Supercenter,IN,38.358148,-87.604836
1717,Hudson Store,NH,42.7277,-71.4225
1718,Eagan Store,MN,44.828515,-93.161911
1719,Salem Supercenter,OR,44.9646925,-122.9873398
1720,Scarborough Supercenter,ME,43.622201,-70.343417
1721,Carroll Supercenter,IA,42.081336,-94.893106
1722,Lodi Supercenter,CA,38.112985,-121.303278
1723,Monroe Supercenter,MI,41.951627,-83.395824
1724,Fremont Supercenter,MI,43.470111,-85.976337
1725,Pisgah Forest Store,NC,35.277476,-82.703991
1726,Woodburn Supercenter,OR,45.147843,-122.880034
1727,Saint Marys Supercenter,PA,41.390995,-78.563219
1728,Bloomsburg Supercenter,PA,41.008702,-76.485292
1729,Amherst Supercenter,NH,42.809386,-71.579488
1730,Thomaston Supercenter,ME,44.0915373,-69.1379246
1731,Portage Supercenter,WI,43.570847,-89.473457
1732,Garland Supercenter,TX,32.8630502,-96.652042
1733,Caro Supercenter,MI,43.500863,-83.384718
1734,Topeka Supercenter,KS,39.039531,-95.764743
1735,Fort Wayne Supercenter,IN,41.069749,-85.202719
1736,La Quinta Supercenter,CA,33.703645,-116.281073
1737,San Antonio Supercenter,TX,29.553351,-98.406975
1738,Gloversville Supercenter,NY,43.031276,-74.342248
1739,Arlington Supercenter,TX,32.66855,-97.131791
1740,West Berlin Supercenter,NJ,39.808346,-74.927725
1741,Steamboat Springs Store,CO,40.461959,-106.82329
1742,Jonesville Supercenter,MI,41.965241,-84.668345
1743,Fishkill Supercenter,NY,41.530779,-73.897109
1744,Wooster Supercenter,OH,40.847635,-81.94154
1745,Norfolk Supercenter,VA,36.862881,-76.207306
1746,Elgin Supercenter,IL,42.003553,-88.339659
1747,Fresno Supercenter,CA,36.810606,-119.860333
1748,Hermiston Supercenter,OR,45.850649,-119.28648
1749,Knightdale Store,NC,35.79587,-78.491028
1750,Newark Supercenter,NY,43.051597,-77.057757
1751,Menomonie Supercenter,WI,44.910874,-91.930707
1752,Fajardo Store,PR,18.34303,-65.674169
1753,Kittanning Supercenter,PA,40.814772,-79.54191
1754,Charlotte Store,NC,35.213517,-80.688996
1755,Hanover Supercenter,PA,39.823698,-76.975137
1756,Ypsilanti Supercenter,MI,42.2282,-83.650314
1757,Visalia Store,CA,36.324329,-119.273131
1758,Park City Supercenter,UT,40.725996,-111.549331
1759,Manassas Supercenter,VA,38.77154,-77.507534
1760,Auburn Supercenter,NY,42.9540567,-76.5481535
1761,Fredericksburg Supercenter,VA,38.30653,-77.51382
1762,Palm Springs Supercenter,CA,33.813069,-116.486956
1763,Mullins Supercenter,SC,34.18319,-79.345133
1764,Plover Supercenter,WI,44.492673,-89.50967
1765,Liverpool Supercenter,NY,43.189246,-76.242531
1766,Grants Pass Supercenter,OR,42.434355,-123.301989
1767,Vestal Supercenter,NY,42.095462,-76.013283
1768,Adrian Supercenter,MI,41.872722,-84.031302
1769,Humble Supercenter,TX,30.009001,-95.283487
1770,Las Vegas Store,NV,36.214796,-115.245037
1771,Manteca Supercenter,CA,37.785539,-121.218572
1772,Greensboro Supercenter,NC,36.057874,-79.90087
1773,Chesapeake Supercenter,VA,36.772868,-76.248764
1774,Lorain Supercenter,OH,41.430204,-82.208011
1775,Mcminnville Store,OR,45.230446,-123.174216
1776,Cooper City Supercenter,FL,26.062116,-80.310563
1777,Douglas Supercenter,AZ,31.338217,-109.565561
1778,Toms River Store,NJ,39.9756642,-74.2382847
1779,Ocala Supercenter,FL,29.209128,-82.063728
1780,Glen Ellyn Supercenter,IL,41.8285902,-88.0568914
1781,North Lauderdale Supercenter,FL,26.205328,-80.229699
1782,Hemet Supercenter,CA,33.72639,-117.009917
1783,Chambersburg Supercenter,PA,39.920766,-77.60692
1784,Winston Salem Supercenter,NC,36.192512,-80.274249
1785,Woodbridge Supercenter,VA,38.648593,-77.297223
1786,Hatillo Supercenter,PR,18.481318,-66.771308
1787,Eden Prairie Supercenter,MN,44.8562449,-93.431226
1788,Bangor Supercenter,ME,44.839916,-68.749406
1789,Mentor Store,OH,41.678819,-81.307646
1790,Elkton Supercenter,MD,39.603188,-75.792787
1791,Oak Park Heights Supercenter,MN,45.032923,-92.831595
1792,Montevideo Supercenter,MN,44.951553,-95.689822
1793,Calexico Supercenter,CA,32.697644,-115.496576
1794,Redwood Falls Supercenter,MN,44.540069,-95.087846
1795,Brooklyn Park Supercenter,MN,45.100635,-93.385189
1796,Rialto Supercenter,CA,34.0767,-117.3725
1797,Eastlake Supercenter,OH,41.64066,-81.44688
1798,Auburn Supercenter,ME,44.11765,-70.238202
1799,Farmington Supercenter,ME,44.630623,-70.158672
1800,Westminster Store,MD,39.585473,-76.984056
1801,Marlton Store,NJ,39.896213,-74.915401
1802,Pullman Supercenter,WA,46.712044,-117.175627
1803,Watertown Supercenter,NY,43.976571,-75.958883
1804,Cranston Supercenter,RI,41.788163,-71.498321
1805,Helena Supercenter,MT,46.593512,-111.990661
1806,Severn Supercenter,MD,39.146418,-76.646598
1807,Englewood Supercenter,FL,26.932272,-82.310316
1808,Hood River Store,OR,45.711725,-121.538552
